,ecg,emg
0,1.0949894312739323,0.11435257200514465
1,1.0419875931662608,0.12679220452040446
2,0.9044144719926558,0.11719994151392442
3,0.7080851564508491,0.10972712802986574
4,0.4806061478321233,0.054823978812810856
5,0.24981622489768057,0.010121325335732985
6,0.04260407705770551,0.09648663852011342
7,-0.12611017751689962,0.1365586169366473
8,-0.2507635565987317,0.11547798997702942
9,-0.3297607639790917,0.12961780668045297
10,-0.3654279140472799,0.11602738237882398
11,-0.36401253179059717,0.0911469189745626
12,-0.3356835527943438,0.09447699991773102
13,-0.292647865042159,0.07726931155144422
14,-0.24411175299689644,0.10305687842166433
15,-0.19720565981371513,0.07107954464526271
16,-0.1568618241564731,0.08678146469996753
17,-0.12581317201438666,0.053257713595833936
18,-0.10459331670203066,0.08457446403237559
19,-0.09153655885933784,0.1302988666033883
20,-0.0829292866707037,0.09176559518970052
21,-0.07664453357115485,0.11353055815248188
22,-0.07200849548586286,0.046879585180319525
23,-0.0682389744913883,0.06331130234966673
24,-0.0647155930307727,0.07070876451064347
25,-0.060979793913538964,0.05549490689473209
26,-0.05673468303063292,0.04124117153639965
27,-0.05184438548655132,0.07064923554901548
28,-0.04633459231324448,0.045011642069375406
29,-0.04031567502317498,0.14248436192492106
30,-0.03365456251937014,0.05337547766079468
31,-0.026269524797079877,0.08566123914899525
32,-0.018101910092206026,0.024676595232411908
33,-0.009103830588083364,0.010319603169911864
34,0.0007618375845196137,0.10583350588284166
35,0.0115214543474017,0.12315080974863944
36,0.02319061567492804,0.06804491567969012
37,0.03577415359403077,0.07116596805150047
38,0.04926613618420879,0.0597422823324387
39,0.06364986757752764,0.1434894588488307
40,0.07889788795861974,0.05524159810989763
41,0.09497197356468426,0.10344699217381399
42,0.1118781932597823,0.1179330175660394
43,0.12970149766613212,0.045219222135977254
44,0.1482430192455208,0.04251225241713183
45,0.16728484503442312,0.06454481890148749
46,0.18661631404211498,0.1028951595715484
47,0.2060340172506746,0.07004496567851094
48,0.22534179761498146,0.1189311041408642
49,0.24435075006271703,0.06675180969561102
50,0.2628792214943643,0.045690070672508236
51,0.2807526429535653,0.07975285618213261
52,0.29780259050219077,0.06432985225678002
53,0.3138674415400873,0.05144232357906984
54,0.32879282398491844,0.07910756809540528
55,0.3424316177271489,0.11117701988786147
56,0.35464395463004583,0.04754476912370368
57,0.3652972185296775,0.08114486773782648
58,0.37426604523491447,0.07688394079044455
59,0.3814323225274286,0.0814756488310157
60,0.3866851901616935,0.049314722526521824
61,0.3899210398649851,0.10320203382849577
62,0.3910435153373802,0.06131868202857385
63,0.389963512251758,0.12310666225562263
64,0.386553301104861,0.04396542862029737
65,0.3805645524003355,0.12591608372459898
66,0.3722017326601541,0.11647548940173104
67,0.36172977764143693,0.07255777897619618
68,0.3494026287236813,0.12295914836322305
69,0.33546323290876073,0.045148339273228796
70,0.32014354282092655,0.021034688370360963
71,0.3036645167068062,0.11639770076444529
72,0.2862361184354049,0.08449328032355923
73,0.2680573174981045,0.10564584057568165
74,0.24931608900866326,0.0645205774925848
75,0.23018941370321724,0.0657022496768869
76,0.2108434785842974,0.020399372484706833
77,0.19143517005305113,0.05693406985905854
78,0.17211123045516866,0.08209382247510524
79,0.15300741416116775,0.05701635829996811
80,0.13424848116394156,0.0383315968330261
81,0.11594819707876093,0.11925984085047409
82,0.09820933314327382,0.12570780521639907
83,0.08112366621750462,0.041693288240374445
84,0.06477197878385502,0.09419100119502992
85,0.04922405894710392,0.09192043869694451
86,0.03453870043440659,0.13213173987247456
87,0.020763702595295724,0.12639942277785376
88,0.007935870401680806,0.13016461870949586
89,-0.003918985552152026,0.0824021302529455
90,-0.01478604904953891,0.05401707718569958
91,-0.024661498251440105,0.11866563672210569
92,-0.0335517923199804,0.11325532630169519
93,-0.0414669278058513,0.03182115061209462
94,-0.04846288439817295,0.11804921762859531
95,-0.05460698350378022,0.1116221032428295
96,-0.05996369267648267,0.05594226140983928
97,-0.06459462561706432,0.1045278432716646
98,-0.06855854217328378,0.11665610229203921
99,-0.07191134833987421,0.12520650854603402
100,-0.07470609625854321,0.10687605706055092
101,-0.07699314538107888,0.08761365833128743
102,-0.07882181264571458,0.10858720723011232
103,-0.08023971285863174,0.06992293508801116
104,-0.08129162692670164,0.03946113593662838
105,-0.08201948190377012,0.04682584671438609
106,-0.08246235099065789,0.043639891200831886
107,-0.0826564535351599,0.08016756852001991
108,-0.08263515503204577,0.04535925167289923
109,-0.08242896712305949,0.05141743885578354
110,-0.08206554759691989,0.045200161252208375
111,-0.08156970038932007,0.06486265898695084
112,-0.08096337558292782,0.06744216817539876
113,-0.08026566940738535,0.0646893231132736
114,-0.07949282423930965,0.0403810124248904
115,-0.07865822860229184,0.10395202741359476
116,-0.07777241716689802,0.09789709973264223
117,-0.07684307075066853,0.12781703864672855
118,-0.07586505657469543,0.06717298284988678
119,-0.07481490329683693,0.07770401423875645
120,-0.07371178449102692,0.038953464382950435
121,-0.07257633954630827,0.09357208975864051
122,-0.07142692184392936,0.11483133577347661
123,-0.07027959875734362,0.12549960856510997
124,-0.0691481516522096,0.11150845857597483
125,-0.06804407588639115,0.11218338329698484
126,-0.06697648274403885,0.09717439720338063
127,-0.06595072234220811,0.044826485277998394
128,-0.06496871920571191,0.04338540492989433
129,-0.0640300823052929,0.12115403298018362
130,-0.0631321346038989,0.0676029225572945
131,-0.06226991305668272,0.050345702479055184
132,-0.06143616861100266,0.039678387728860766
133,-0.06062136620642199,0.06706445121845686
134,-0.05981368477470937,0.07459895503993272
135,-0.05899901723983841,0.05828502088238363
136,-0.05816097051798813,0.04388012742601867
137,-0.05728086551754275,0.03339162696081691
138,-0.056337737139091515,0.09335241559905245
139,-0.05530833427542899,0.09223050056572366
140,-0.054167119811554934,0.10676445502169107
